college_name,state,cost_of_attendance,out_of_state_tuition_premium,tuition_free_threshold,average_aid_percentage,endowment_size,requires_css_profile,net_price_0_30k,net_price_30k_48k,net_price_48k_75k,net_price_75k_110k,net_price_110k_plus
Nichols College,MA,58310,0,0,,,True,22054.0,24749.0,31978.0,33851.0,35731.0
Norfolk State University,VA,26633,11502,0,,,False,12804.0,13905.0,15507.0,17972.0,26175.0
North American University,TX,27981,0,0,,,True,18720.0,17784.0,20001.0,22786.0,
North Carolina A & T State University,NC,20427,13860,0,,,False,8223.0,9462.0,11973.0,16454.0,17311.0
North Carolina Central University,NC,26556,13036,0,,,False,13032.0,13882.0,17527.0,22401.0,23658.0
North Carolina State University at Raleigh,NC,26425,24048,0,,,False,6382.0,8758.0,13334.0,20087.0,24652.0
North Carolina Wesleyan University,NC,49974,0,0,,,True,16114.0,14020.0,16017.0,20403.0,22379.0
North Central College,IL,57219,0,0,,,True,12507.0,13486.0,16362.0,20590.0,26961.0
North Central University,MN,44475,0,0,,,True,20450.0,22393.0,23892.0,28167.0,30213.0
North Dakota State University-Main Campus,ND,23716,4654,0,,,False,9370.0,11343.0,11923.0,16082.0,18856.0
North Greenville University,SC,42034,0,0,,,True,18947.0,16988.0,20704.0,20433.0,24550.0
North Park University,IL,44172,0,0,,,True,14845.0,14843.0,16067.0,19208.0,22964.0
Northeastern Illinois University,IL,26960,10343,0,,,False,13709.0,12824.0,15077.0,20464.0,25001.0
Northeastern State University,OK,21551,9480,0,,,False,10598.0,9827.0,12612.0,18188.0,19511.0
Northeastern University,MA,84641,0,0,,,True,2264.0,2436.0,5301.0,16241.0,47696.0
Northeastern University Oakland,CA,85418,0,0,,,True,8161.0,10185.0,26241.0,9898.0,38398.0
Northern Arizona University,AZ,29933,16872,0,,,False,9709.0,10398.0,13330.0,18050.0,20686.0
Northern Illinois University,IL,28851,0,0,,,False,10126.0,9854.0,12797.0,17612.0,21834.0
Northern Kentucky University,KY,19725,10824,0,,,False,2603.0,3630.0,6761.0,12679.0,14522.0
Northern Michigan University,MI,27841,5496,0,,,False,7697.0,7185.0,11051.0,16324.0,22268.0
Northern State University,SD,22077,3102,0,,,False,10762.0,12087.0,15293.0,18372.0,17933.0
Northpoint Bible College,MA,29902,0,0,,,True,23323.0,18307.0,29902.0,,
Northwest College of Art & Design,WA,30038,0,0,,,True,12977.0,11857.0,17146.0,24031.0,29101.0
Northwest Missouri State University,MO,24945,6713,0,,,False,13176.0,13447.0,13959.0,17423.0,20796.0
Northwest Nazarene University,ID,55163,0,0,,,True,28732.0,30626.0,35166.0,33413.0,34800.0
Northwest University,WA,50501,0,0,,,True,17996.0,14384.0,17840.0,22644.0,28570.0
Northwest University-Center for Online and Extended Education,WA,40568,0,0,,,True,34739.0,29036.0,33605.0,38666.0,40245.0
Northwestern College,IA,49783,0,0,,,True,27059.0,19503.0,20572.0,24265.0,29539.0
Northwestern Oklahoma State University,OK,18672,5694,0,,,False,6439.0,7828.0,10539.0,12638.0,16065.0
Northwestern State University of Louisiana,LA,25431,10788,0,,,False,11693.0,12261.0,12549.0,17777.0,19077.0
Northwestern University,IL,91250,0,0,,,True,1764.0,6099.0,7898.0,18282.0,48777.0
Northwood University,MI,48780,0,0,,,True,25700.0,25913.0,25906.0,26016.0,28224.0
Norwich University,VT,67357,0,0,,,True,15610.0,16164.0,17332.0,22046.0,27854.0
Nossi College of Art and Design,TN,27710,0,0,,,True,23099.0,23454.0,24646.0,27098.0,
Notre Dame of Maryland University,MD,59320,0,0,,,True,11843.0,17637.0,17882.0,21409.0,24990.0
Nova Southeastern University,FL,56692,0,0,,,True,26603.0,27048.0,29953.0,34277.0,35443.0
Oak Hills Christian College,MN,33958,0,0,,,True,17053.0,,19463.0,27699.0,20959.0
Oak Valley College,CA,33587,0,0,,,True,12336.0,24164.0,19750.0,20013.0,
Oakland City University,IN,42441,0,0,,,True,13980.0,15781.0,13637.0,16005.0,18550.0
Oakland University,MI,25182,7926,0,,,False,4422.0,4560.0,6711.0,11874.0,19217.0
Oakwood University,AL,40176,0,0,,,True,23999.0,22444.0,24501.0,28074.0,27219.0
Oberlin College,OH,87404,0,0,,,True,18774.0,15799.0,22123.0,29207.0,48731.0
Occidental College,CA,84800,0,0,,,True,20705.0,17655.0,21468.0,28033.0,54959.0
Oglethorpe University,GA,60581,0,0,,,True,16207.0,17558.0,18745.0,23924.0,22055.0
Ohio Christian University,OH,35017,0,0,,,True,22113.0,22338.0,15292.0,22034.0,20159.0
Ohio Dominican University,OH,47621,0,0,,,True,16997.0,17459.0,19572.0,21907.0,22999.0
Ohio Northern University,OH,53580,0,0,,,True,18525.0,19223.0,22336.0,25605.0,27710.0
Ohio State University-Lima Campus,OH,19487,26778,0,,,False,9805.0,10006.0,10092.0,14098.0,18468.0
Ohio State University-Main Campus,OH,30305,26778,0,,,False,4885.0,5751.0,9807.0,20461.0,27359.0
Ohio University-Eastern Campus,OH,10777,3082,0,,,False,1691.0,2178.0,4438.0,5927.0,7490.0
Ohio University-Lancaster Campus,OH,10984,3082,0,,,False,3375.0,4466.0,3791.0,7790.0,9562.0
Ohio University-Main Campus,OH,30586,10680,0,,,False,15673.0,15160.0,19078.0,23689.0,24492.0
Ohio Wesleyan University,OH,68424,0,0,,,True,15412.0,10706.0,13339.0,18031.0,30036.0
Oklahoma Baptist University,OK,48695,0,0,,,True,17562.0,17103.0,21033.0,21570.0,26102.0
Oklahoma Christian University,OK,39106,0,0,,,True,17818.0,18908.0,18849.0,23184.0,27472.0
Oklahoma City University,OK,47247,0,0,,,True,15187.0,18079.0,20511.0,26803.0,29358.0
Oklahoma Panhandle State University,OK,15055,581,0,,,False,7302.0,,15055.0,15055.0,
Oklahoma State University-Main Campus,OK,28290,15520,0,,,False,12243.0,12314.0,15893.0,21896.0,24711.0
Oklahoma Wesleyan University,OK,44743,0,0,,,True,25011.0,22831.0,28645.0,30697.0,31238.0
Old Dominion University,VA,29446,21030,0,,,False,9739.0,10114.0,13123.0,16940.0,23567.0
Olivet Nazarene University,IL,51981,0,0,,,True,17232.0,15056.0,18019.0,23218.0,25580.0
Oral Roberts University,OK,50004,0,0,,,True,21894.0,22022.0,22902.0,27269.0,30514.0
Oregon Institute of Technology,OR,27524,23936,0,,,False,9085.0,8729.0,14385.0,18925.0,22431.0
Oregon State University,OR,31653,23790,0,,,False,12107.0,13036.0,15729.0,20262.0,27459.0
Oregon State University-Cascades Campus,OR,29798,23790,0,,,False,11497.0,11716.0,16694.0,20055.0,24478.0
Otis College of Art and Design,CA,75861,0,0,,,True,44731.0,44821.0,28167.0,52495.0,60718.0
Ottawa University-Ottawa,KS,51856,0,0,,,True,22449.0,22912.0,25525.0,30199.0,30771.0
Ottawa University-Surprise,AZ,52170,0,0,,,True,28636.0,30096.0,31252.0,35696.0,35922.0
Otterbein University,OH,48321,0,0,,,True,12458.0,12659.0,16478.0,23061.0,24620.0
Ouachita Baptist University,AR,47321,0,0,,,True,15207.0,15954.0,18007.0,19151.0,26281.0
Our Lady of the Lake University,TX,42865,0,0,,,True,16236.0,18595.0,17225.0,17118.0,19100.0
Ozark Christian College,MO,28485,0,0,,,True,17900.0,15098.0,19463.0,21083.0,22451.0
Pace University,NY,69550,0,0,,,True,26473.0,26362.0,28467.0,31219.0,36430.0
Pacific Lutheran University,WA,62459,0,0,,,True,13609.0,12948.0,15756.0,22535.0,26915.0
Pacific Northwest College of Art,OR,70376,0,0,,,True,28219.0,30517.0,30916.0,36998.0,44522.0
Pacific Rim Christian University,HI,24042,0,0,,,True,22972.0,23614.0,,23292.0,
Pacific University,OR,72374,0,0,,,True,23318.0,23607.0,29844.0,34369.0,40911.0
Paine College,GA,27431,0,0,,,True,15322.0,14959.0,17233.0,23604.0,20388.0
Palm Beach Atlantic University,FL,53827,0,0,,,True,25570.0,25312.0,25619.0,26244.0,32786.0
Park University,MO,29427,0,0,,,True,18687.0,20412.0,22620.0,23208.0,24064.0
Parker University,TX,42167,0,0,,,True,26817.0,30817.0,33016.0,31332.0,34084.0
Paul Quinn College,TX,23587,0,0,,,True,11443.0,12053.0,13626.0,15230.0,18556.0
Paul Smiths College of Arts and Science,NY,51506,0,0,,,True,16732.0,17877.0,23253.0,29288.0,32048.0
Peirce College,PA,18660,0,0,,,True,,,13686.0,10610.0,
Pennsylvania Academy of the Fine Arts,PA,66106,0,0,,,True,39928.0,42301.0,42893.0,44893.0,46702.0
Pennsylvania College of Art and Design,PA,43815,0,0,,,True,24547.0,24115.0,26576.0,30876.0,37851.0
Pennsylvania State University-Main Campus,PA,39694,21146,0,,,False,19845.0,20049.0,25667.0,31834.0,37831.0
Pennsylvania State University-Penn State Abington,PA,28795,10396,0,,,False,13629.0,13597.0,16296.0,22249.0,25785.0
Pennsylvania State University-Penn State Altoona,PA,32559,10986,0,,,False,16017.0,16546.0,19464.0,23562.0,28263.0
Pennsylvania State University-Penn State Beaver,PA,26210,9726,0,,,False,9228.0,8366.0,15831.0,17143.0,22285.0
Pennsylvania State University-Penn State Berks,PA,32242,10986,0,,,False,16429.0,15862.0,23583.0,25465.0,29541.0
Pennsylvania State University-Penn State Brandywine,PA,31088,10184,0,,,False,15904.0,16580.0,21157.0,25067.0,29031.0
Pennsylvania State University-Penn State DuBois,PA,28530,9726,0,,,False,7490.0,12708.0,13029.0,20623.0,25301.0
Pennsylvania State University-Penn State Erie-Behrend College,PA,34081,10986,0,,,False,16092.0,17884.0,20539.0,26914.0,29692.0
Pennsylvania State University-Penn State Fayette- Eberly,PA,25154,9726,0,,,False,9445.0,8574.0,11644.0,13165.0,22545.0
Pennsylvania State University-Penn State Greater Allegheny,PA,26214,9726,0,,,False,10600.0,11053.0,13420.0,20009.0,22758.0
Pennsylvania State University-Penn State Harrisburg,PA,32521,10986,0,,,False,16219.0,16221.0,21176.0,25103.0,29834.0
Pennsylvania State University-Penn State Hazleton,PA,29677,10184,0,,,False,11770.0,14756.0,13902.0,19777.0,23218.0
Pennsylvania State University-Penn State Lehigh Valley,PA,28109,10184,0,,,False,12422.0,13319.0,16438.0,23611.0,24539.0
Pennsylvania State University-Penn State Mont Alto,PA,28841,9726,0,,,False,15811.0,13306.0,15334.0,21654.0,24009.0
Pennsylvania State University-Penn State New Kensington,PA,26863,9726,0,,,False,11541.0,13323.0,17589.0,21666.0,23654.0
Pennsylvania State University-Penn State Schuylkill,PA,30065,10184,0,,,False,14657.0,14543.0,18556.0,23004.0,26293.0
Pennsylvania State University-Penn State Scranton,PA,27862,10184,0,,,False,14322.0,12857.0,14839.0,22064.0,23599.0
Pennsylvania State University-Penn State Shenango,PA,26821,9536,0,,,False,14946.0,15847.0,14896.0,17600.0,22729.0
Pennsylvania State University-Penn State Wilkes-Barre,PA,25994,9726,0,,,False,9795.0,11760.0,15570.0,17530.0,22027.0
Pennsylvania State University-Penn State York,PA,27826,10184,0,,,False,11582.0,11156.0,16261.0,20054.0,24411.0
Pennsylvania State University-World Campus,PA,27678,0,0,,,False,16372.0,17144.0,19337.0,23852.0,26078.0
Pennsylvania Western University,PA,26916,4618,0,,,False,13944.0,14171.0,16517.0,20633.0,23272.0
Pepperdine University,CA,93512,0,0,,,True,50560.0,42674.0,51063.0,61851.0,65081.0
Peru State College,NE,22240,0,0,,,False,9986.0,9779.0,12845.0,12313.0,13450.0
Pfeiffer University,NC,45542,0,0,,,True,16167.0,14758.0,16941.0,20005.0,24513.0
Philander Smith University,AR,28136,0,0,,,True,13393.0,14606.0,16686.0,12847.0,15800.0
Piedmont University,GA,46801,0,0,,,True,15416.0,17618.0,19085.0,24161.0,25622.0
Pillar College,NJ,38047,0,0,,,True,15139.0,7114.0,3181.0,4411.0,
Pittsburg State University,KS,22099,11344,0,,,False,11968.0,11453.0,14676.0,18873.0,20237.0
Pitzer College,CA,86466,0,0,,,True,14535.0,7769.0,20846.0,29452.0,46793.0
Plymouth State University,NH,29644,10940,0,,,False,14676.0,14714.0,17030.0,21157.0,23020.0
Point Loma Nazarene University,CA,60488,0,0,,,True,30999.0,32117.0,32888.0,33003.0,41680.0
Point Park University,PA,52643,0,0,,,True,22436.0,22064.0,22362.0,27325.0,29813.0
Point University,GA,33564,0,0,,,True,23992.0,24000.0,25993.0,27437.0,26601.0
Polytechnic University of Puerto Rico-Orlando,FL,23011,0,0,,,True,16917.0,15897.0,,,
Pomona College,CA,85300,0,0,,,True,4841.0,7026.0,17054.0,15719.0,37842.0
Pontifical Catholic University of Puerto Rico-Arecibo,PR,18678,0,0,,,True,10939.0,10883.0,15333.0,,
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,18605,0,0,,,True,11000.0,11890.0,13432.0,15675.0,
Pontifical Catholic University of Puerto Rico-Ponce,PR,20508,0,0,,,True,12384.0,13341.0,15812.0,18329.0,20122.0
Portland State University,OR,21590,19395,0,,,False,7655.0,7752.0,8981.0,12993.0,19112.0
Post University,CT,28897,0,0,,,True,22103.0,20586.0,19822.0,16362.0,13127.0
Prairie View A & M University,TX,26362,15575,0,,,False,12120.0,13465.0,16024.0,17753.0,16376.0
Pratt Institute-Main,NY,80049,0,0,,,True,38545.0,44439.0,48694.0,59020.0,60477.0
Presbyterian College,SC,60242,0,0,,,True,18277.0,15985.0,19366.0,19901.0,27032.0
Prescott College,AZ,48532,0,0,,,True,22542.0,19587.0,16537.0,24832.0,25444.0
Princeton University,NJ,84040,0,0,,,True,41.0,352.0,1217.0,4478.0,36094.0
Providence Christian College,CA,53447,0,0,,,True,23481.0,19669.0,40748.0,,
Providence College,RI,80466,0,0,,,True,28152.0,21835.0,25296.0,33169.0,56699.0
Provo College,UT,30099,0,0,,,True,,30099.0,24784.0,29053.0,28227.0
Provo College-Idaho Falls Campus,ID,39585,0,0,,,True,34080.0,32232.0,,,
Puerto Rico Conservatory of Music,PR,12920,480,0,,,False,7144.0,5875.0,8875.0,,
Purdue University Fort Wayne,IN,22183,13355,0,,,False,8306.0,8703.0,12444.0,18430.0,20224.0
Purdue University Northwest,IN,15571,7419,0,,,False,1432.0,2428.0,7026.0,12452.0,13645.0
Purdue University-Main Campus,IN,24591,18802,0,,,False,5098.0,6241.0,9438.0,18177.0,22742.0
Queens University of Charlotte,NC,65742,0,0,,,True,22792.0,20593.0,26435.0,30159.0,40426.0
Quincy University,IL,50091,0,0,,,True,16502.0,13561.0,17804.0,12825.0,25231.0
Quinnipiac University,CT,72215,0,0,,,True,33649.0,35827.0,36507.0,39096.0,42891.0
Rabbi Jacob Joseph School,NJ,22600,0,0,,,True,8913.0,,7587.0,10547.0,
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NY,20400,0,0,,,True,6084.0,6300.0,8300.0,,6300.0
Rabbinical College Bobover Yeshiva Bnei Zion,NY,20075,0,0,,,True,8131.0,7755.0,10941.0,13909.0,
Rabbinical College Ohr Yisroel,NY,15850,0,0,,,True,2790.0,3440.0,9191.0,,
Rabbinical College Telshe,OH,25000,0,0,,,True,8932.0,9200.0,12175.0,9199.0,
Rabbinical College of America,NJ,27300,0,0,,,True,8800.0,14229.0,17300.0,16469.0,
Rabbinical College of Ohr Shimon Yisroel,NY,41283,0,0,,,True,31932.0,35904.0,,,
Rabbinical Seminary Mkor Chaim,NJ,17750,0,0,,,True,8929.0,9124.0,9970.0,9913.0,9705.0
Rabbinical Seminary of America,NY,19700,0,0,,,True,0.0,3900.0,4585.0,7567.0,5425.0
Radford University,VA,28405,13085,0,,,False,8965.0,8724.0,12069.0,17092.0,23533.0
Ramapo College of New Jersey,NJ,29483,10931,0,,,False,9008.0,10708.0,18074.0,22949.0,26008.0
Randall University,OK,26126,0,0,,,True,19216.0,15639.0,14832.0,13726.0,17483.0
Randolph College,VA,45040,0,0,,,True,13048.0,13709.0,16290.0,18260.0,19590.0
Randolph-Macon College,VA,63985,0,0,,,True,16601.0,20983.0,23357.0,26303.0,32226.0
Reach University,CA,32536,0,0,,,True,22997.0,22461.0,21905.0,20874.0,
Reed College,OR,86376,0,0,,,True,12674.0,12514.0,14513.0,23421.0,46711.0
Regent University,VA,32838,0,0,,,True,20064.0,19327.0,17806.0,19148.0,22588.0
Regis College,MA,65546,0,0,,,True,21415.0,24531.0,22281.0,28986.0,33106.0
Regis University,CO,54800,0,0,,,True,13713.0,12553.0,16006.0,24295.0,28572.0
Reinhardt University,GA,46386,0,0,,,True,21877.0,21977.0,23758.0,28296.0,26816.0
Rensselaer Polytechnic Institute,NY,82404,0,0,,,True,24078.0,26289.0,28212.0,36230.0,42541.0
Rhode Island College,RI,17454,15999,0,,,False,6378.0,6989.0,8701.0,12809.0,15681.0
Rhode Island School of Design,RI,81727,0,0,,,True,29135.0,30233.0,25872.0,33893.0,64493.0
Rhodes College,TN,71136,0,0,,,True,15770.0,19960.0,15910.0,37103.0,31878.0
Rice University,TX,79788,0,0,,,True,5827.0,563.0,3217.0,17755.0,48466.0
Rider University,NJ,55967,0,0,,,True,15824.0,18090.0,22119.0,28445.0,31574.0
Ringling College of Art and Design,FL,80276,0,0,,,True,47261.0,48213.0,55121.0,59265.0,62609.0
Ripon College,WI,63540,0,0,,,True,15712.0,14267.0,16971.0,19124.0,25280.0
Rivier University,NH,53499,0,0,,,True,23321.0,23978.0,25106.0,27352.0,31359.0
Roanoke College,VA,54283,0,0,,,True,15204.0,17410.0,18638.0,15902.0,30087.0
Robert Morris University,PA,51621,0,0,,,True,19548.0,16857.0,20199.0,23230.0,28842.0
Roberts Wesleyan University,NY,52919,0,0,,,True,22922.0,14396.0,19241.0,23788.0,27297.0
Rochester Christian University,MI,41787,0,0,,,True,18463.0,17173.0,19771.0,20596.0,25821.0
Rochester Institute of Technology,NY,74626,0,0,,,True,24680.0,24820.0,28874.0,34510.0,44970.0
Rockford University,IL,49169,0,0,,,True,20877.0,20841.0,22987.0,21229.0,27097.0
Rockhurst University,MO,59898,0,0,,,True,22797.0,19895.0,21997.0,26522.0,30348.0
Rocky Mountain College,MT,46093,0,0,,,True,15404.0,13781.0,14957.0,19892.0,25150.0
Rocky Mountain College of Art and Design,CO,37505,0,0,,,True,29847.0,29351.0,32387.0,36040.0,36201.0
Roger Williams University,RI,61950,0,0,,,True,29778.0,30087.0,33623.0,37318.0,40792.0
Rogers State University,OK,21064,8660,0,,,False,13714.0,14130.0,15125.0,17978.0,19675.0
Rollins College,FL,76108,0,0,,,True,27177.0,27965.0,30079.0,32393.0,41006.0
Roosevelt University,IL,35332,0,0,,,True,18018.0,18280.0,20266.0,24944.0,27157.0
Rose-Hulman Institute of Technology,IN,77890,0,0,,,True,36843.0,33742.0,37396.0,38843.0,45994.0
Rosemont College,PA,38498,0,0,,,True,10124.0,13373.0,20180.0,24825.0,30670.0
Rowan University,NJ,35842,10358,0,,,False,15305.0,15264.0,19245.0,27580.0,30378.0
Russell Sage College,NY,50607,0,0,,,True,6662.0,41141.0,21326.0,24302.0,26526.0
Rust College,MS,23107,0,0,,,True,12546.0,9481.0,13878.0,8797.0,18356.0
Rutgers University-Camden,NJ,35178,19512,0,,,False,13797.0,14357.0,16184.0,20475.0,30639.0
Rutgers University-New Brunswick,NJ,36993,19512,0,,,False,16343.0,16210.0,18282.0,25106.0,35016.0
Rutgers University-Newark,NJ,35654,19512,0,,,False,16420.0,16338.0,17806.0,22867.0,33018.0
SUM Bible College and Theological Seminary,CA,24956,0,0,,,True,21249.0,22068.0,21807.0,23144.0,17426.0
SUNY Brockport,NY,26046,7070,0,,,False,10911.0,12699.0,16609.0,17818.0,20625.0
SUNY Buffalo State University,NY,24279,11120,0,,,False,7405.0,9393.0,14706.0,17155.0,19332.0
SUNY College at Geneseo,NY,27709,10570,0,,,False,10018.0,12254.0,16142.0,17549.0,23043.0
SUNY College at Potsdam,NY,25083,9910,0,,,False,8623.0,8684.0,14524.0,15513.0,20041.0
SUNY College of Agriculture and Technology at Cobleskill,NY,27786,9910,0,,,False,13279.0,14988.0,18887.0,20346.0,25356.0
SUNY College of Environmental Science and Forestry,NY,28133,12960,0,,,False,9473.0,11635.0,18870.0,20953.0,24014.0
SUNY College of Technology at Canton,NY,24906,4830,0,,,False,10908.0,12813.0,17700.0,17984.0,22077.0
SUNY Maritime College,NY,29786,10570,0,,,False,11726.0,17577.0,20721.0,23634.0,27565.0
SUNY Old Westbury,NY,21287,10420,0,,,False,6645.0,9114.0,13852.0,15712.0,20426.0
SUNY Oneonta,NY,28821,10950,0,,,False,11044.0,14427.0,19189.0,20552.0,25382.0
SUNY Polytechnic Institute,NY,23741,12590,0,,,False,7442.0,9561.0,13934.0,15876.0,20613.0
SUNY at Fredonia,NY,25879,10940,0,,,False,9395.0,11327.0,16116.0,16302.0,20743.0
SUNY at Purchase College,NY,29043,10250,0,,,False,11835.0,15230.0,19658.0,20886.0,25428.0
Sacred Heart University,CT,69289,0,0,,,True,38691.0,40517.0,41647.0,46348.0,48217.0
Saginaw Valley State University,MI,24936,17520,0,,,False,9844.0,19711.0,20053.0,18879.0,24103.0
Saint Ambrose University,IA,51141,0,0,,,True,22037.0,21729.0,22408.0,24776.0,27807.0
Saint Anselm College,NH,67213,0,0,,,True,25143.0,26956.0,27193.0,31710.0,37268.0
Saint Augustine's University,NC,33179,0,0,,,True,27815.0,20801.0,23499.0,19943.0,21944.0
Saint Cloud State University,MN,21116,0,0,,,False,8909.0,9871.0,12034.0,14781.0,18989.0
Saint Edward's University,TX,66719,0,0,,,True,20799.0,20136.0,22944.0,26687.0,38389.0
Saint Elizabeth University,NJ,53075,0,0,,,True,20379.0,18441.0,21866.0,31937.0,30559.0
Saint Francis University,PA,59815,0,0,,,True,21906.0,19995.0,22677.0,28717.0,22945.0
Saint Johns University,MN,68521,0,0,,,True,10354.0,9715.0,16196.0,22913.0,32822.0
Saint Joseph Seminary College,LA,49944,0,0,,,True,42549.0,,46799.0,,49944.0
Saint Joseph's College of Maine,ME,59782,0,0,,,True,20728.0,20376.0,24886.0,28819.0,32613.0
Saint Joseph's University - Philadelphia,PA,67954,0,0,,,True,22570.0,23022.0,24297.0,28772.0,33222.0
Saint Leo University,FL,45264,0,0,,,True,19602.0,17699.0,19823.0,23707.0,25780.0
Saint Louis University,MO,71932,0,0,,,True,22501.0,21854.0,21880.0,21702.0,27466.0
Saint Martin's University,WA,62449,0,0,,,True,22810.0,24499.0,24997.0,30232.0,33354.0
Saint Mary's College,IN,66478,0,0,,,True,16760.0,18152.0,21014.0,23680.0,30443.0
Saint Mary's College of California,CA,77659,0,0,,,True,19462.0,20127.0,23303.0,29049.0,40581.0
Saint Mary's University of Minnesota,MN,57380,0,0,,,True,16182.0,15175.0,15030.0,14771.0,6135.0
Saint Mary-of-the-Woods College,IN,49512,0,0,,,True,33513.0,36071.0,31036.0,32724.0,26604.0
Saint Michael's College,VT,69079,0,0,,,True,12825.0,9940.0,18384.0,26586.0,34539.0
Saint Norbert College,WI,59422,0,0,,,True,19721.0,21811.0,21918.0,23332.0,29888.0
Saint Peter's University,NJ,50272,0,0,,,True,10783.0,10643.0,9952.0,13569.0,21829.0
Saint Vincent College,PA,56752,0,0,,,True,17249.0,18117.0,19637.0,23382.0,26448.0
Saint Xavier University,IL,43244,0,0,,,True,7572.0,7702.0,9715.0,15132.0,17864.0
Salem College,NC,48532,0,0,,,True,19074.0,16001.0,16147.0,19940.0,24027.0
Salem State University,MA,28291,7193,0,,,False,10516.0,13870.0,13821.0,17590.0,23223.0
Salem University,WV,18650,0,0,,,True,9886.0,10753.0,11154.0,14107.0,14716.0
Salisbury University,MD,28310,11090,0,,,False,6743.0,9915.0,12909.0,16669.0,22759.0
Salve Regina University,RI,70630,0,0,,,True,26939.0,30844.0,31264.0,34374.0,39244.0
Sam Houston State University,TX,25505,9840,0,,,False,12474.0,13389.0,15540.0,21366.0,24101.0
Samford University,AL,57456,0,0,,,True,22716.0,24812.0,31527.0,34206.0,36235.0
San Diego State University,CA,27780,12600,0,,,False,9910.0,10017.0,12697.0,15891.0,23821.0
San Francisco Conservatory of Music,CA,78781,0,0,,,True,55704.0,33386.0,24504.0,36802.0,45245.0
San Francisco State University,CA,26488,12600,0,,,False,9341.0,9867.0,11825.0,14556.0,22523.0
San Jose State University,CA,26593,12600,0,,,False,9730.0,10114.0,12099.0,15102.0,22862.0
Santa Clara University,CA,82026,0,0,,,True,22985.0,19154.0,26531.0,37219.0,60678.0
Sarah Lawrence College,NY,82467,0,0,,,True,29876.0,29810.0,40869.0,35340.0,47810.0
Savannah College of Art and Design,GA,63627,0,0,,,True,44858.0,45198.0,48668.0,51558.0,52147.0
Savannah State University,GA,17191,13293,0,,,False,6739.0,7033.0,9882.0,12694.0,12597.0
School of Visual Arts,NY,78051,0,0,,,True,50966.0,51122.0,62189.0,64863.0,62858.0
School of the Art Institute of Chicago,IL,75625,0,0,,,True,43798.0,39845.0,46708.0,49595.0,55790.0
Schreiner University,TX,48004,0,0,,,True,17863.0,15987.0,18712.0,24002.0,27062.0
Scripps College,CA,87564,0,0,,,True,6948.0,4522.0,15831.0,36472.0,54572.0
Seattle Film Institute,WA,55496,0,0,,,True,39209.0,40856.0,,46934.0,
Seattle Pacific University,WA,56826,0,0,,,True,20735.0,18559.0,19332.0,27976.0,29819.0
Seattle University,WA,72124,0,0,,,True,22896.0,24523.0,26977.0,36967.0,42737.0
Seton Hall University,NJ,68263,0,0,,,True,19623.0,21869.0,27194.0,36516.0,41783.0
Seton Hill University,PA,56183,0,0,,,True,15143.0,13436.0,17823.0,21993.0,27764.0
Shaw University,NC,30861,0,0,,,True,16236.0,16276.0,21145.0,,24966.0
Shawnee State University,OH,21974,6732,0,,,False,12310.0,11956.0,14326.0,16787.0,18754.0
Shenandoah University,VA,51928,0,0,,,True,24356.0,26715.0,26635.0,30332.0,33591.0
Shepherd University,WV,19601,10026,0,,,False,7906.0,7753.0,10107.0,14000.0,15866.0
Shippensburg University of Pennsylvania,PA,30785,2254,0,,,False,18709.0,18515.0,21386.0,25469.0,28387.0
Shorter University,GA,35726,0,0,,,True,15929.0,21482.0,22944.0,21292.0,18898.0
Siena Heights University,MI,44449,0,0,,,True,15624.0,15145.0,17260.0,18284.0,17857.0
Siena University,NY,64870,0,0,,,True,26417.0,28044.0,29118.0,34818.0,37704.0
Simmons University,MA,63460,0,0,,,True,18027.0,15810.0,22139.0,24714.0,32777.0
Simpson College,IA,61227,0,0,,,True,17941.0,15764.0,19176.0,22468.0,26586.0
Simpson University,CA,54688,0,0,,,True,25511.0,22738.0,28479.0,29656.0,30163.0
Skidmore College,NY,85270,0,0,,,True,9932.0,11454.0,15855.0,22438.0,45136.0
Slippery Rock University of Pennsylvania,PA,25537,4108,0,,,False,12555.0,13401.0,16990.0,21972.0,24121.0
Smith College,MA,86030,0,0,,,True,1363.0,3737.0,6559.0,11750.0,40477.0
Soka University of America,CA,55064,0,0,,,True,12020.0,10619.0,12049.0,12724.0,30940.0
Sonoma State University,CA,24648,12600,0,,,False,8310.0,9795.0,10741.0,13897.0,21195.0
South Carolina State University,SC,30015,10690,0,,,False,16846.0,16968.0,20449.0,22587.0,24523.0
South Dakota School of Mines and Technology,SD,25385,4400,0,,,False,15348.0,17909.0,18366.0,21176.0,21993.0
South Dakota State University,SD,24636,3510,0,,,False,14266.0,15248.0,18073.0,20706.0,21886.0
South University-Austin,TX,33349,0,0,,,True,25420.0,25441.0,27004.0,27670.0,
South University-Columbia,SC,35322,0,0,,,True,26588.0,30474.0,32022.0,29386.0,
South University-Montgomery,AL,34793,0,0,,,True,27444.0,,26220.0,31519.0,31493.0
South University-Richmond,VA,36577,0,0,,,True,29903.0,31379.0,,,33277.0
South University-Savannah,GA,36577,0,0,,,True,27713.0,30147.0,,31954.0,33277.0
South University-Savannah Online,GA,34298,0,0,,,True,27856.0,28368.0,29209.0,34126.0,34298.0
